ID,SMILES,Name,HOMO,LUMO,Voc (V),Jsc (mA cm^2),FF,PCE(%),ref
2616,OC1=CC(N2CCC3=C2C=CC(C#N)=C3)=CC(O)=C1C(C4=O)=C([O-])C4=CC5=[N+](CCCC)C6=C(C(C=CC=C7)=C7C=C6)C5(C)C,ASQ-5-CN,,,0.74,13.17,57,5.58,"	Chakravarthi N, et al. The effect of with/without resonance-mediated interactions on the organic solar cell performance of new 2D 羽-conjugated polymers. Polymer Chemistry 6, 7149-7159 (2015)."
2617,CCCCCCCCN1C2=C(C=CC=C2)C3=C1C=CC(C4=CC=C(C5=CC=C(C(C=C6)=CC=C6C(C7=CC=C(C8=CC=C(C9=CC=C(C%10=CC(C(C=CC=C%11)=C%11N%12CCCCCCCC)=C%12C=C%10)C%13=NSN=C%139)S8)C=C7)C%14=CC=C(C%15=CC=C(C%16=CC=C(C%17=CC(C(C=CC=C%18)=C%18N%19CCCCCCCC)=C%19C=C%17)C%20=NSN=C%20%16)S%15)C=C%14)S5)C%21=NSN=C4%21)=C3,TPA(T每BT每3Cz)3,,,0.85,12.4,58,6.11,"	Yang D, et al. Cyano-substitution on the end-capping group: facile access toward asymmetrical squaraine showing strong dipole每dipole interactions as a high performance small molecular organic solar cells material. J. Mater. Chem. A 3, 17704-17712 (2015)."
2618,CCCCCCCCN1C2=C(C=CC=C2)C3=C1C=CC(C(C4=NSN=C45)=CC=C5C(C=C6)=CC=C6C(C7=CC=C(C8=CC=C(C9=CC(C(C=CC=C%10)=C%10N%11CCCCCCCC)=C%11C=C9)C%12=NSN=C%128)C=C7)C%13=CC=C(C%14=CC=C(C%15=CC(C(C=CC=C%16)=C%16N%17CCCCCCCC)=C%17C=C%15)C%18=NSN=C%18%14)C=C%13)=C3,TPA(BT每3Cz)3,,,0.84,8.77,52,3.82,"	Zhou P, et al. Enhancing the photovoltaic performance of triphenylamine based star-shaped molecules by tuning the moiety sequence of their arms in organic solar cells. Journal of Materials Chemistry A 3, 13568-13576 (2015)."
2619,CCCCCCCCN1C2=C(C=CC=C2)C3=C1C=CC(C(S4)=CC=C4C(C5=NSN=C56)=CC=C6C(C=C7)=CC=C7C(C8=CC=C(C9=CC=C(C%10=CC=C(C%11=CC(C(C=CC=C%12)=C%12N%13CCCCCCCC)=C%13C=C%11)S%10)C%14=NSN=C%149)C=C8)C%15=CC=C(C%16=CC=C(C%17=CC=C(C%18=CC(C(C=CC=C%19)=C%19N%20CCCCCCCC)=C%20C=C%18)S%17)C%21=NSN=C%21%16)C=C%15)=C3,TPA(BT每T每3Cz)3,,,0.97,8.8,46,3.94,"	Zhou P, et al. Enhancing the photovoltaic performance of triphenylamine based star-shaped molecules by tuning the moiety sequence of their arms in organic solar cells. Journal of Materials Chemistry A 3, 13568-13576 (2015)."
2620,ClC1=C2C(C3=CC=C2Cl)=C(C=C1)C4=C3/C(N/C4=C\C5=N/C(C6=C5C=CC=C6)=C\7)=C/C(C8=C/9C=CC=C8)=NC9=C/C%10=C(C=CC=C%11)C%11=C7N%10,CABP,,,0.9,10.08,54,5.07,"	Zhou P, et al. Enhancing the photovoltaic performance of triphenylamine based star-shaped molecules by tuning the moiety sequence of their arms in organic solar cells. Journal of Materials Chemistry A 3, 13568-13576 (2015)."
2621,N#C/C(C#N)=C/C1=CC=C(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)S1,2,,,0.65,2.5,52,0.9,"	Zhen Y, Tanaka H, Harano K, Okada S, Matsuo Y, Nakamura E. Organic Solid Solution Composed of Two Structurally Similar Porphyrins for Organic Solar Cells. Journal of the American Chemical Society 137, 2247-2252 (2015)."
2622,N#C/C(C#N)=C/C1=CC=C(C2=CC=C(N(C)C3=CC=CC=C3)C=C2)S1,1,,,0.92,5.8,42,2.5,"	Jiang Y, Cabanetos C, Allain M, Liu P, Roncali J. Manipulation of the band gap and efficiency of a minimalist push每pull molecular donor for organic solar cells. Journal of Materials Chemistry C 3, 5145-5151 (2015)."
2623,CC(C=C1C)=CC(C)=C1/C(C(C2=C/3C=CC=C2)=NC3=C4\C5=CC=C(C(O)=O)C=C5)=C(N/6)\C7=C(C=CC=C7)C6=C(C8=CC=C(NC9=NC(NC%10=CC=C(/C(C%11=NC(C)C=C%11C)=C%12N(C(C)C=C/%12C)B(F)F)C=C%10)=NC(NC%13=CC=C(/C(C%14=C(C)C=C(C)N%14B(F)F)=C%15C(C)=CC(C)=N\%15)C=C%13)=N9)C=C8)\C%16=N/C(C%17=C%16C=CC=C%17)=C(C%18=C(C)C=C(C)C=C%18C)\C%19=C%20C(C=CC=C%20)=C4N%19,(PorCOOH)(BDP)2,,,0.8,7,52,3.3,"	Jiang Y, Cabanetos C, Allain M, Liu P, Roncali J. Manipulation of the band gap and efficiency of a minimalist push每pull molecular donor for organic solar cells. Journal of Materials Chemistry C 3, 5145-5151 (2015)."
2624,CCCCC(CC)CN1C2=C(SC(C3=C(COCCCCC)C(OCCCCCC)=C(C4=CC=C(C5=CC=C(CCCCCC)S5)S4)C6=NSN=C36)=C2)C7=C1C(N(CC(CC)CCCC)C8=C9SC(C%10=C(OCCCCCC)C(OCCCCCC)=C(C%11=CC=C(C%12=CC=C(CCCCCC)S%12)S%11)C%13=NSN=C%13%10)=C8)=C9S7,K,,,0.9,10.48,56,5.29,"	Sharma GD, et al. A mono (carboxy) porphyrin-triazine-(bodipy) 2 triad as a donor for bulk heterojunction organic solar cells. Journal of Materials Chemistry C 3, 6209-6217 (2015)."
2625,CCCCC(CC)CN1C2=C(SC(C3=CC=C(C4=CC=C(C5=CC=C(CCCCCC)S5)S4)C6=NSN=C36)=C2)C7=C1C(N(CC(CC)CCCC)C8=C9SC(C%10=CC=C(C%11=CC=C(C%12=CC=C(CCCCCC)S%12)S%11)C%13=NSN=C%13%10)=C8)=C9S7,J,,,0.84,9.88,61,5.06,"	Jo H, et al. S, N-Heteropentacene based small molecules with A每D每A structure for solution processed organic bulk heterojunction solar cells. RSC Advances 5, 102115-102125 (2015)."
2626,O=C(N(CC)/C(S/1)=C(C#N)\C#N)C1=C\C(S2)=CC(CCCCCCCC)=C2C3=CC(CCCCCCCC)=C(S3)C(S4)=CC(CCCCCCCC)=C4C5=CC=C(C6=CC=C(C7=C(CCCCCCCC)C=C(C8=C(CCCCCCCC)C=C(C9=C(CCCCCCCC)C=C(/C=C%10C(N(CC)/C(S/%10)=C(C#N)\C#N)=O)S9)S8)S7)S6)S5,DRCN8T,,,0.82,11.13,66,6.02,"	Jo H, et al. S, N-Heteropentacene based small molecules with A每D每A structure for solution processed organic bulk heterojunction solar cells. RSC Advances 5, 102115-102125 (2015)."
2627,O=C(N(CC)/C(S/1)=C(C#N)\C#N)C1=C\C(S2)=CC(CCCCCCCC)=C2C3=CC(CCCCCCCC)=C(S3)C(S4)=CC(CCCCCCCC)=C4C5=CC(SC(C6=C(CCCCCCCC)C=C(C7=C(CCCCCCCC)C=C(C8=C(CCCCCCCC)C=C(/C=C9C(N(CC)/C(S/9)=C(C#N)\C#N)=O)S8)S7)S6)=C%10)=C%10S5,DRCN8TT,,,0.86,10.8,68,6.5,"	Zhang Q, et al. A solution-processed high performance organic solar cell using a small molecule with the thieno [3, 2-b] thiophene central unit. Chemical Communications 51, 15268-15271 (2015)."
2628,CCCCCCCCC(C=C(C1=CC=C(C2=CC(CCCCCCCC)=C(CC(C#N)C(OCCCCCCCC)=O)S2)S1)S3)=C3C(S4)=CC5=C4C(C6=CC=C(CC(CC)CCCC)S6)=C(C=C(C7=C(CCCCCCCC)C=C(C8=CC=C(C9=CC(CCCCCCCC)=C(/C=C(C(OCCCCCCCC)=O)/C#N)S9)S8)S7)S%10)C%10=C5C%11=CC=C(CC(CC)CCCC)S%11,BDT坼3T坼CNCOO,,,0.88,14.07,65.5,8.11,"	Zhang Q, et al. A solution-processed high performance organic solar cell using a small molecule with the thieno [3, 2-b] thiophene central unit. Chemical Communications 51, 15268-15271 (2015)."
2629,CCCCC(CC)CC(S1)=CC=C1C2=C(C=C(C3=C(CCCCCC)C=C(C4=C(F)C(F)=C(C5=CC(CCCCCC)=C(/C=C(C(OCC(CC)CCCC)=O)\C#N)S5)C6=NSN=C46)S3)S7)C7=C(C8=CC=C(CC(CC)CCCC)S8)C9=C2SC(C%10=C(CCCCCC)C=C(C%11=C(F)C(F)=C(C%12=CC(CCCCCCC)=C(/C=C(C(OCC(CC)CCCC)=O)\C#N)S%12)C%13=NSN=C%11%13)S%10)=C9,BDT(dFBT-ON)2,,,0.97,10.1,73,7.48,"	Zhang Y, et al. Synergistic Effect of Polymer and Small Molecules for High坼Performance Ternary Organic Solar Cells. Advanced materials 27, 1071-1076 (2015)."
2630,CCCCC(CC)CC(S1)=CC=C1C2=C(C=C(C3=C(CCCCCC)C=C(C4=C(F)C(F)=C(C5=CC(CCCCCC)=C(C6=CC=C(CC(CC)CCCC)S6)S5)C7=NSN=C47)S3)S8)C8=C(C9=CC=C(CC(CC)CCCC)S9)C%10=C2SC(C%11=C(CCCCCC)C=C(C%12=C(F)C(F)=C(C%13=CC(CCCCCC)=C(C%14=CC=C(CC(CC)CCCC)S%14)S%13)C%15=NSN=C%12%15)S%11)=C%10,BDT(dFBT-TT)2,,,0.95,7.48,50,3.54,"	Zhao Y, et al. Understanding effects of two different acceptors in one small molecule for solution processable organic solar cells. RSC Advances 5, 61703-61709 (2015)."
2631,CCCCC(CC)C[Si]1(CC(CC)CCCC)C(C=C(C2=CC(N(CCCC)C(/C3=C4C(C=CC(C5=CC=C(C6=CC=C(CCCCCC)S6)S5)=C7)=C7N(CCCC)C\4=O)=O)=C3C=C2)S8)=C8C9=C1C=C(C%10=CC=C(/C(C(N%11CCCC)=O)=C%12C(N(CCCC)C%13=C\%12C=CC(C%14=CC=C(C%15=CC=C(CCCCCC)S%15)S%14)=C%13)=O)C%11=C%10)S9,DTS(IIThThHEX)2,,,0.86,9.19,66,5.55,"	Zhao Y, et al. Understanding effects of two different acceptors in one small molecule for solution processable organic solar cells. RSC Advances 5, 61703-61709 (2015)."
2632,O=C(C1=C2C=CC=C1)C3=C2C(/C(C4=C5C=CC=C4)=C6SC=CS\6)=C5C7=C3C8=C(C=CC=C8)/C7=C9SC=CS/9,truxTTF-CO,,,0.69,11.3,0.41,3.19,"	Areephong J, San Juan RR, Payne A-J, Welch GC. A narrow band gap isoindigo based molecular donor for solution processed organic solar cells. New Journal of Chemistry 39, 5075-5079 (2015)."
2633,C1(/C(C2=C3C=CC=C2)=C4SC=CS\4)=C3C(/C(C5=C6C=CC=C5)=C7SC=CS\7)=C6C8=C1C9=C(C=CC=C9)/C8=C%10SC=CS/%10,truxTTF,,,0.5,3.24,28.7,0.47,"	Molina-Ontoria A, Gallego M, Echegoyen L, P谷rez EM, Mart赤n N. Organic solar cells based on bowl-shaped small-molecules. RSC Advances 5, 31541-31546 (2015)."
2634,FB(F)N1C(C(C2=CC=C(Br)C=C2)C3N=C(/C=C/C4=CC=C(N(CC(OCC)=O)C5=C6C=CC=C5)C6=C4)C=C3C)=C(C)C=C1C,SAC,,,0.63,4.28,31.2,0.81,"	Molina-Ontoria A, Gallego M, Echegoyen L, P谷rez EM, Mart赤n N. Organic solar cells based on bowl-shaped small-molecules. RSC Advances 5, 31541-31546 (2015)."
2635,CCCCCCOC1=C(C2=C(C=C3)N4C3=C(C#CC5=C(CCCCCC)C(CCCCCC)=C(/C=C/C6=C(CCCCCC)C(CCCCCC)=C(/C=C(C#N)/C#N)S6)S5)C(C=C7)N8C7=C(C9=C(OCCCCCC)C=CC=C9OCCCCCC)C%10=CC=C%11N%10[Zn]48N%12C2C=CC%12=C%11C#CC%13=C(CCCCCC)C(CCCCCC)=C(/C=C/C%14=C(CCCCCC)C(CCCCCC)=C(/C=C(C#N)/C#N)S%14)S%13)C(OCCCCCC)=CC=C1,1b,,,0.88,3.73,37,1.2,"	Zhang X, Zhang Y, Chen L, Xiao Y. Star-shaped carbazole-based BODIPY derivatives with improved hole transportation and near-infrared absorption for small-molecule organic solar cells with high open-circuit voltages. RSC Advances 5, 32283-32289 (2015)."
2636,O=C1N(CC(CCCC)CC)C(C2=CC=C(C3=CC=C(C4=CC5=C(C6=CC=C(C7=CC=C(S7)C8=CC=C(S8)C9=C%10C(C(N9CC(CCCC)CC)=O)=C(C%11=CC=CS%11)N(CC(CCCC)CC)C%10=O)C=C6C5%12C%13=CC=C(C%14=CC=C(S%14)C%15=CC=C(S%15)C%16=C%17C(C(N%16CC(CCCC)CC)=O)=C(C%18=CC=CS%18)N(CC(CCCC)CC)C%17=O)C=C%13C%19=C%12C=C(C%20=CC=C(S%20)C%21=CC=C(S%21)C%22=C%23C(C(N%22CC(CCCC)CC)=O)=C(C%24=CC=CS%24)N(CC(CCCC)CC)C%23=O)C=C%19)C=C4)S3)S2)=C%25C1=C(C%26=CC=CS%26)N(CC(CCCC)CC)C%25=O,SF(TDPP)4,,,0.88,13.34,0.65,7.63,"	Arrechea S, Aljarilla A, de la Cruz P, Palomares E, Sharma GD, Langa F. Efficiency improvement using bis(trifluoromethane) sulfonamide lithium salt as a chemical additive in porphyrin based organic solar cells. Nanoscale 8, 17953-17962 (2016)."
2637,S=C(N(CC)C/1=O)SC1=C/C2=CC(CCCCCCCC)=C(S2)C3=CC=C(C4=C(CCCCCCCC)C=C(S4)C(O5)=CC(C5=C6OCC(CC)CCCC)=C(OCC(CC)CCCC)C7=C6C=C(C8=CC(CCCCCCCC)=C(C9=CC=C(C(S%10)=C(CCCCCCCC)C=C%10/C=C(SC(N%11CC)=S)/C%11=O)S9)S8)S7)S3,R3T-TBFO,,,0.9,7.51,0.412,2.8,"	Dang D, et al. Spirobifluorene-cored small molecules containing four diketopyrrolopyrrole arms for solution-processed organic solar cells. Journal of Materials Science 51, 8018-8026 (2016)."
2638,O=C1N(C(CC)CCCC)C(C2=CC=C(C3=CC=C(C4=CC=C(CCCCCC)S4)S3)S2)=C5C1=C(C6=CC=C(C(C=C7)=CC=C7N(C8=CC=CC=C8)C9=CC=CC=C9)S6)N(C(CCCC)CC)C5=O,TPA(DPP),,,0.89,9.87,0.72,6.32,"	Qiu B, et al. An asymmetric small molecule based on thieno 2,3-f benzofuran for efficient organic solar cells. Organic Electronics 35, 87-94 (2016)."
2639,O=C1N(C(CC)CCCC)C(C2=CC=C(C3=CC=C(C4=CC=C(CCCCCC)S4)S3)S2)=C5C1=C(C6=CC=C(S6)C(C=C7)=CC=C7N(C8=CC=CC=C8)C9=CC=C(C%10=CC=C(C%11=C%12C(C(N%11C(CCCC)CC)=O)=C(C%13=CC=C(C%14=CC=C(C%15=CC=C(CCCCCC)S%15)S%14)S%13)N(C(CC)CCCC)C%12=O)S%10)C=C9)N(C(CCCC)CC)C5=O,TPA(DPP)2,,,0.7,3.18,0.31,0.68,"	Oh S, Lee J-C, Ahn T, Lee SK. Solution Processable Small Molecules for Application to Organic Solar Cells. Journal of Nanoscience and Nanotechnology 16, 8670-8673 (2016)."
2640,O=C1N(C(CC)CCCC)C(C2=CC=C(C3=CC=C(C4=CC=C(CCCCCC)S4)S3)S2)=C5C1=C(C6=CC=C(S6)C(C=C7)=CC=C7N(C8=CC=C(C9=CC=C(C%10=C%11C(C(N%10C(CCCC)CC)=O)=C(C%12=CC=C(C%13=CC=C(C%14=CC=C(CCCCCC)S%14)S%13)S%12)N(C(CC)CCCC)C%11=O)S9)C=C8)C%15=CC=C(C%16=CC=C(C%17=C%18C(C(N%17C(CCCC)CC)=O)=C(C%19=CC=C(C%20=CC=C(C%21=CC=C(CCCCCC)S%21)S%20)S%19)N(C(CC)CCCC)C%18=O)S%16)C=C%15)N(C(CCCC)CC)C5=O,TPA(DPP)3,,,0.69,5.06,0.34,1.19,"	Oh S, Lee J-C, Ahn T, Lee SK. Solution Processable Small Molecules for Application to Organic Solar Cells. Journal of Nanoscience and Nanotechnology 16, 8670-8673 (2016)."
2641,FC1=C(C2=CC=C(S2)C3=C(OC(CCCCCC)CCCC)C=C(C4=CC=CS4)C(OC(CCCCCC)CCCC)=C3)C5=NSN=C5C(C6=CC=C(S6)C7=C(OC(CCCCCC)CCCC)C=C(C8=CC=CS8)C(OC(CCCCCC)CCCC)=C7)=C1F,O坼1,,,0.63,5.44,0.44,1.5,"	Oh S, Lee J-C, Ahn T, Lee SK. Solution Processable Small Molecules for Application to Organic Solar Cells. Journal of Nanoscience and Nanotechnology 16, 8670-8673 (2016)."
2642,FC1=C(C2=CC=C(S2)C3=C(OC(CCCCCC)CCCC)C=C(C4=CC=CS4)C(OC(CCCCCC)CCCC)=C3)C5=NSN=C5C(C6=CC=C(S6)C7=C(OC(CCCCCC)CCCC)C=C(C8=CC=C(C9=C(F)C(F)=C(C%10=CC=C(S%10)C%11=C(OC(CCCCCC)CCCC)C=C(C%12=CC=CS%12)C(OC(CCCCCC)CCCC)=C%11)C%13=NSN=C9%13)S8)C(OC(CCCCCC)CCCC)=C7)=C1F,O坼2,,,1.04,3.92,0.25,1.02,"	Yuan L, et al. Acceptor End-Capped Oligomeric Conjugated Molecules with Broadened Absorption and Enhanced Extinction Coefficients for High-Efficiency Organic Solar Cells. Advanced Materials 28, 5980-+ (2016)."
2643,CC1=C(/C(C2=N/C(C=C2)=C3/C#CC4=C(CCCCCC)C(CCCCCC)=C(/C=C5C(N(CC)C(S/5)=S)=O)S4)=C(C=C/6)/N7C6=C(C#CC8=C(CCCCCC)C(CCCCCC)=C(/C=C9C(N(CC)C(S/9)=S)=O)S8)/C(C=C/%10)=NC%10=C(C%11=C(C)C=C(C)C=C%11C)/C%12=CC=C3N%12[Zn]7)C(C)=CC(C)=C1,1a,,,0.9,11.2,0.7,7.06,"	Yuan L, et al. Acceptor End-Capped Oligomeric Conjugated Molecules with Broadened Absorption and Enhanced Extinction Coefficients for High-Efficiency Organic Solar Cells. Advanced Materials 28, 5980-+ (2016)."
2644,FC1=C(C2=CC=C(S2)C3=C(OC(CCCCCC)CCCC)C=C(C4=CC=C(/C=C5C(C6=C(C\5=O)C=CC=C6)=O)S4)C(OC(CCCCCC)CCCC)=C3)C7=NSN=C7C(C8=CC=C(S8)C9=C(OC(CCCCCC)CCCC)C=C(C%10=CC=C(/C=C%11C(C%12=C(C\%11=O)C=CC=C%12)=O)S%10)C(OC(CCCCCC)CCCC)=C9)=C1F,M坼1,,,0.85,11.36,30.8,3.01,"	Montcada NF, et al. High photo-current in solution processed organic solar cells based on a porphyrin core A-pi-D-pi-A as electron donor material. Organic Electronics 38, 330-336 (2016)."
2645,FC1=C(C2=CC=C(S2)C3=C(OC(CCCCCC)CCCC)C=C(C4=CC=C(/C=C5C(C6=C(C\5=O)C=CC=C6)=O)S4)C(OC(CCCCCC)CCCC)=C3)C7=NSN=C7C(C8=CC=C(S8)C9=C(OC(CCCCCC)CCCC)C=C(C%10=CC=C(C%11=C(F)C(F)=C(C%12=CC=C(S%12)C%13=C(OC(CCCCCC)CCCC)C=C(C%14=CC=C(/C=C%15C(C%16=C(C\%15=O)C=CC=C%16)=O)S%14)C(OC(CCCCCC)CCCC)=C%13)C%17=NSN=C%11%17)S%10)C(OC(CCCCCC)CCCC)=C9)=C1F,M坼2,,,0.94,13.5,0.71,9.01,"	Yuan L, et al. Acceptor End-Capped Oligomeric Conjugated Molecules with Broadened Absorption and Enhanced Extinction Coefficients for High-Efficiency Organic Solar Cells. Advanced Materials 28, 5980-+ (2016)."
2646,O=C1N(CC(CCCC)CC)C(C2=CC=C(C3=CC=C(CCCCCC)C=C3)S2)=C4C1=C(C5=CC=C(C6=CC(C7=C(SC(C8=CC=C(C9=C%10C(C(N9CC(CCCC)CC)=O)=C(C%11=CC=C(C%12=CC=C(CCCCCC)C=C%12)S%11)N(CC(CCCC)CC)C%10=O)S8)=C7)C%13=C%14C=C(C(SC(C%15=CC=C(C%16=C%17C(C(N%16CC(CCCC)CC)=O)=C(C%18=CC=C(C%19=CC=C(CCCCCC)C=C%19)S%18)N(CC(CCCC)CC)C%17=O)S%15)=C%20)=C%20C%21=C%22SC(C%23=CC=C(C%24=C%25C(C(N%24CC(CCCC)CC)=O)=C(C%26=CC=C(C%27=CC=C(CCCCCC)C=C%27)S%26)N(CC(CCCC)CC)C%25=O)S%23)=C%21)C%22=C%13)=C%14S6)S5)N(CC(CCCC)CC)C4=O,TTA-DPP4,,,0.92,13.3,0.7,8.59,"	Yuan L, et al. Acceptor End-Capped Oligomeric Conjugated Molecules with Broadened Absorption and Enhanced Extinction Coefficients for High-Efficiency Organic Solar Cells. Advanced Materials 28, 5980-+ (2016)."
2647,O=C1N(CC(CCCC)CC)C(C2=CC=C(C3=CC=C(CCCCCC)C=C3)S2)=C4C1=C(C5=CC=C(C6=CC(C7=C(SC(CC(CCCC)CC)=C7)C8=C9C=C(C(SC(CC(CCCC)CC)=C%10)=C%10C%11=C%12SC(C%13=CC=C(C%14=C%15C(C(N%14CC(CCCC)CC)=O)=C(C%16=CC=C(C%17=CC=C(CCCCCC)C=C%17)S%16)N(CC(CCCC)CC)C%15=O)S%13)=C%11)C%12=C8)=C9S6)S5)N(CC(CCCC)CC)C4=O,TTA-DPP2,,,0.7,6.02,0.456,1.93,"	Komiyama H, Adachi C, Yasuda T. Star-shaped and linear pi-conjugated oligomers consisting of a tetrathienoanthracene core and multiple diketopyrrolopyrrole arms for organic solar cells. Beilstein Journal of Organic Chemistry 12, 1459-1466 (2016)."
2648,O=C1N(CCCCCCCCCC)C(C2=CC=CS2)=C3C1=C(C4=CC=C(/C=C/C5=CC=C(C6=C7C(C(N6CCCCCCCCCC)=O)=C(C8=CC=CS8)N(CCCCCCCCCC)C7=O)S5)S4)N(CCCCCCCCCC)C3=O,DPP-DPP,,,0.74,4.25,0.447,1.4,"	Komiyama H, Adachi C, Yasuda T. Star-shaped and linear pi-conjugated oligomers consisting of a tetrathienoanthracene core and multiple diketopyrrolopyrrole arms for organic solar cells. Beilstein Journal of Organic Chemistry 12, 1459-1466 (2016)."
2649,O=C1N(CCCCCCCCCC)C(C2=CC=CS2)=C3C1=C(C4=CC=C(C#CC5=CC=C(C6=C7C(C(N6CCCCCCCCCC)=O)=C(C8=CC=CS8)N(CCCCCCCCCC)C7=O)S5)S4)N(CCCCCCCCCC)C3=O,DPPTDPP,,,0.79,11.53,0.58,5.28,"	Patil Y, Misra R, Sharma A, Sharma GD. D-A-D-pi-D-A-D type diketopyrrolopyrrole based small molecule electron donors for bulk heterojunction organic solar cells. Physical Chemistry Chemical Physics 18, 16950-16957 (2016)."
2650,CCCCCCCCOC1=CC=CC(C2=NC3=C(C4=CC=C(C5=CC=C(CCCCCC)S5)S4)C=CC(C6=CC7=C(C(SC(C8=C(N=C(C9=CC=CC(OCCCCCCCC)=C9)C(C%10=CC(OCCCCCCCC)=CC=C%10)=N%11)C%11=C(C%12=CC=C(C%13=CC=C(CCCCCC)S%13)S%12)C=C8)=C%14)C%14[Si]7(C(CC)CCCCC)C(CC)CCCCC)S6)=C3N=C2C%15=CC=CC(OCCCCCCCC)=C%15)=C1,DTS(FCT2)2,,,0.91,10.84,0.56,5.52,"	Patil Y, Misra R, Sharma A, Sharma GD. D-A-D-pi-D-A-D type diketopyrrolopyrrole based small molecule electron donors for bulk heterojunction organic solar cells. Physical Chemistry Chemical Physics 18, 16950-16957 (2016)."
2651,CC1=C(/C(C2=N/C(C=C2)=C3/C#CC4=C(CCCCCC)C(CCCCCC)=C(/C=C/C5=C(CCCCCC)C(CCCCCC)=C(/C=C6C(N(CC)C(S/6)=S)=O)S5)S4)=C(C=C/7)/N8C7=C(C#CC9=C(CCCCCC)C(CCCCCC)=C(/C=C/C%10=C(CCCCCC)C(CCCCCC)=C(/C=C%11C(N(CC)C(S/%11)=S)=O)S%10)S9)/C(C=C/%12)=NC%12=C(C%13=C(C)C=C(C)C=C%13C)/C%14=CC=C3N%14[Zn]8)C(C)=CC(C)=C1,1b,,,0.76,2.69,0.29,0.59,"	Keshtov ML, Kuklin SA, Buzin MI, Godowsky DY, Khokhlov AR. Synthesis and photophysical properties of semiconductor molecules of D-1-A-D-2-A-D-1 structure on the basis of quinoxaline and dithienosilole derivatives for organic solar cells. Doklady Physical Chemistry 469, 106-110 (2016)."
2652,O=C1N(CCCCCC)C(C2=CC=C(C3=CC=C(/C4=C5C6=CC=CC=C6N(CC(CCCC)CC)C/5=O)C(N(CC(CCCC)CC)C4=O)=C3)C=C2)=C7C1=C(C8=CC=C(C9=CC=C(/C%10=C%11C%12=CC=CC=C%12N(CC(CCCC)CC)C/%11=O)C(N(CC(CCCC)CC)C%10=O)=C9)C=C8)N(CCCCCC)C7=O,DPPID,,,0.8,13.2,40.1,4.24,"	Montcada NF, et al. High photo-current in solution processed organic solar cells based on a porphyrin core A-pi-D-pi-A as electron donor material. Organic Electronics 38, 330-336 (2016)."
2653,O=C1N(CCCCCC)C(C2=CC=C(C3=CC=C(/C4=C5C(SC=C6)=C6N(CC(CCCC)CC)C/5=O)C(N(CC(CCCC)CC)C4=O)=C3)C=C2)=C7C1=C(C8=CC=C(C9=CC=C(/C%10=C%11C(SC=C%12)=C%12N(CC(CCCC)CC)C/%11=O)C(N(CC(CCCC)CC)C%10=O)=C9)C=C8)N(CCCCCC)C7=O,DPPBI,,,0.71,3.65,0.4,1.05,"	Zhao Y, et al. Diketopyrrolopyrrole based A(2)-D-A(1)-D-A(2) type small molecules for organic solar cells: Effects of substitution of benzene with thiophene. Dyes and Pigments 130, 282-290 (2016)."
2654,O=C1N(CCCCCCCC)C(C2=CC=C(S2)C3=CC=C(/C4=C5C(SC=C6)=C6N(CC(CCCC)CC)C/5=O)C(N(CC(CCCC)CC)C4=O)=C3)=C7C1=C(C8=CC=C(S8)C9=CC=C(/C%10=C%11C(SC=C%12)=C%12N(CC(CCCC)CC)C/%11=O)C(N(CC(CCCC)CC)C%10=O)=C9)N(CCCCCCCC)C7=O,DPPTBI,,,0.86,7.46,0.37,2.36,"	Zhao Y, et al. Diketopyrrolopyrrole based A(2)-D-A(1)-D-A(2) type small molecules for organic solar cells: Effects of substitution of benzene with thiophene. Dyes and Pigments 130, 282-290 (2016)."
2655,CCCCCCC1=C(SC=C1)C2=CC=C(S2)C3=NC=C(C4=CC=C(C5=C(CCCCCC)C=CS5)S4)C6=NSN=C36,DH5TPy-3,,,0.64,2.18,0.52,0.74,"	Zhao Y, et al. Diketopyrrolopyrrole based A(2)-D-A(1)-D-A(2) type small molecules for organic solar cells: Effects of substitution of benzene with thiophene. Dyes and Pigments 130, 282-290 (2016)."
2656,CCCCCCC1=CSC(C2=CC=C(C3=CN=C(C4=CC=C(C5=CC(CCCCCC)=CS5)S4)C6=NSN=C36)S2)=C1,DH5TPy-4,,,0.36,1.86,0.3,0.2,"	Cho A, Song CE, Lee SK, Shin WS, Lim E. Effects of alkyl side chain and electron-withdrawing group on benzo 1,2,5 thiadiazole-thiophene-based small molecules in organic photovoltaic cells. Journal of Materials Science 51, 6770-6780 (2016)."
2657,CCCCCCCC[Si]1(CCCCCCCC)C(C=C(C2=CC=C(C3=CC=C(C)C4=NSN=C34)S2)C=C5)=C5C6=C1C=C(C7=CC=C(C8=CC=C(C)C9=NSN=C89)S7)C=C6,SiF-BT,,,0.33,2.04,0.3,0.2,"	Cho A, Song CE, Lee SK, Shin WS, Lim E. Effects of alkyl side chain and electron-withdrawing group on benzo 1,2,5 thiadiazole-thiophene-based small molecules in organic photovoltaic cells. Journal of Materials Science 51, 6770-6780 (2016)."
